1500107;0.8012805311833057
1500131;1.0
1500206;0.0
1500305;1.0
1500347;0.0
1500404;1.0
1500503;0.0
1500602;1.0
1500701;0.0
1500800;1.0
1500859;0.0
1500909;1.0
1500958;0.0
1501006;0.0
1501105;1.0
1501204;1.0
1501253;0.0
1501303;1.0
1501402;0.7767242157804432
1501451;0.0
1501501;0.2763904653802497
1501576;0.0
1501600;1.0
1501709;1.0
1501725;0.2515151515151515
1501758;1.0
1501782;1.0
1501808;0.5942449252732546
1501907;0.0
1501956;1.0
1502004;0.0
1502103;1.0
1502152;0.0
1502202;0.3898450946643718
1502301;1.0
1502400;1.0
1502509;1.0
1502608;1.0
1502707;1.0
1502756;0.0
1502764;0.0
1502772;1.0
1502806;1.0
1502855;1.0
1502905;1.0
1502939;1.0
1502954;1.0
1503002;0.0
1503044;0.0
1503077;1.0
1503093;0.0
1503101;0.0
1503200;1.0
1503309;0.0
1503408;1.0
1503457;0.37583366025892506
1503507;0.811586051743532
1503606;1.0
1503705;0.0
1503754;0.0
1503804;1.0
1503903;1.0
1504000;0.0
1504059;0.0
1504109;1.0
1504208;1.0
1504307;1.0
1504406;1.0
1504422;1.0
1504455;0.0
1504505;1.0
1504604;1.0
1504703;0.0
1504802;1.0
1504901;0.0
1504950;0.0
1504976;1.0
1505007;1.0
1505031;1.0
1505064;1.0
1505106;1.0
1505205;1.0
1505304;0.0
1505403;1.0
1505437;1.0
1505486;1.0
1505494;0.0
1505502;1.0
1505536;0.0
1505551;1.0
1505601;1.0
1505635;0.0
1505650;0.0
1505700;0.38503034389750507
1505809;1.0
1505908;0.0
1506005;0.0
1506104;1.0
1506112;1.0
1506138;1.0
1506161;1.0
1506187;1.0
1506195;0.0
1506203;1.0
1506302;1.0
1506351;0.0
1506401;0.0
1506500;0.5284046692607004
1506559;1.0
1506583;0.0
1506609;1.0
1506708;1.0
1506807;0.34820692497938993
1506906;1.0
1507003;1.0
1507102;1.0
1507151;1.0
1507201;0.0
1507300;1.0
1507409;1.0
1507458;0.0
1507466;1.0
1507474;1.0
1507508;1.0
1507607;1.0
1507706;0.41134751773049644
1507755;1.0
1507805;0.0
1507904;1.0
1507953;1.0
1507961;1.0
1507979;0.0
1508001;0.0
1508035;1.0
1508050;0.5806451612903226
1508084;1.0
1508100;1.0
1508126;0.0
1508159;0.0
1508209;1.0
1508308;1.0
1508357;0.0
1508407;1.0
