5200050;1.0
5200100;1.0
5200134;1.0
5200159;1.0
5200175;1.0
5200209;1.0
5200258;0.8425204157386785
5200308;1.0
5200506;1.0
5200555;1.0
5200605;1.0
5200803;1.0
5200829;1.0
5200852;1.0
5200902;1.0
5201108;1.0
5201207;1.0
5201306;1.0
5201405;0.5471178756476683
5201454;1.0
5201504;1.0
5201603;1.0
5201702;1.0
5201801;1.0
5202155;1.0
5202353;1.0
5202502;1.0
5202601;1.0
5202809;1.0
5203104;1.0
5203203;1.0
5203302;1.0
5203401;1.0
5203500;1.0
5203559;1.0
5203575;0.0
5203609;1.0
5203807;1.0
5203906;1.0
5203939;1.0
5203962;1.0
5204003;0.0
5204102;1.0
5204201;1.0
5204250;1.0
5204300;1.0
5204409;1.0
5204508;1.0
5204557;1.0
5204607;1.0
5204656;1.0
5204706;1.0
5204805;0.0
5204854;1.0
5204904;1.0
5204953;1.0
5205000;1.0
5205059;1.0
5205109;1.0
5205208;1.0
5205307;1.0
5205406;1.0
5205455;1.0
5205471;1.0
5205497;1.0
5205513;1.0
5205521;0.0
5205703;1.0
5205802;1.0
5205901;0.21968616262482168
5206206;1.0
5206305;1.0
5206404;1.0
5206503;1.0
5206602;1.0
5206701;1.0
5206800;1.0
5206909;1.0
5207105;1.0
5207253;1.0
5207352;1.0
5207402;1.0
5207501;1.0
5207535;1.0
5207600;1.0
5207808;1.0
5207907;1.0
5208004;1.0
5208103;1.0
5208152;1.0
5208301;1.0
5208400;1.0
5208509;1.0
5208608;1.0
5208707;0.4604840172109662
5208806;1.0
5208905;1.0
5209101;1.0
5209150;1.0
5209200;1.0
5209291;1.0
5209408;1.0
5209457;1.0
5209606;1.0
5209705;1.0
5209804;1.0
5209903;1.0
5209937;1.0
5209952;1.0
5210000;1.0
5210109;1.0
5210158;1.0
5210208;1.0
5210307;1.0
5210406;1.0
5210562;1.0
5210604;1.0
5210802;1.0
5210901;1.0
5211008;1.0
5211206;1.0
5211305;1.0
5211404;1.0
5211503;1.0
5211602;1.0
5211701;1.0
5211800;1.0
5211909;0.9193307033056727
5212006;1.0
5212055;1.0
5212105;1.0
5212204;1.0
5212253;1.0
5212303;1.0
5212501;0.9609786311551564
5212600;1.0
5212709;1.0
5212808;1.0
5212907;1.0
5212956;0.0
5213004;1.0
5213053;1.0
5213087;1.0
5213103;1.0
5213400;1.0
5213509;1.0
5213707;1.0
5213756;1.0
5213772;1.0
5213806;1.0
5213855;1.0
5213905;1.0
5214002;1.0
5214051;1.0
5214101;1.0
5214408;1.0
5214507;1.0
5214606;1.0
5214705;1.0
5214804;1.0
5214838;1.0
5214861;1.0
5214879;1.0
5214903;0.0
5215009;1.0
5215207;1.0
5215231;0.9861374580475704
5215256;1.0
5215306;0.9164012738853503
5215405;1.0
5215504;1.0
5215603;1.0
5215652;1.0
5215702;1.0
5215801;1.0
5215900;1.0
5216007;1.0
5216304;1.0
5216403;1.0
5216452;0.0
5216809;1.0
5216908;1.0
5217104;1.0
5217203;1.0
5217302;1.0
5217401;1.0
5217609;1.0
5217708;1.0
5218003;1.0
5218052;1.0
5218102;1.0
5218300;1.0
5218391;1.0
5218508;1.0
5218607;1.0
5218706;1.0
5218789;1.0
5218805;1.0
5218904;1.0
5219001;1.0
5219100;1.0
5219209;1.0
5219258;1.0
5219308;1.0
5219357;1.0
5219407;1.0
5219456;1.0
5219506;1.0
5219605;1.0
5219704;1.0
5219712;1.0
5219738;1.0
5219753;1.0
5219803;1.0
5219902;1.0
5220009;1.0
5220058;1.0
5220108;1.0
5220157;1.0
5220207;1.0
5220264;1.0
5220280;1.0
5220405;1.0
5220454;1.0
5220504;1.0
5220603;1.0
5220686;1.0
5220702;1.0
5221007;1.0
5221080;1.0
5221197;1.0
5221304;1.0
5221403;1.0
5221452;1.0
5221502;1.0
5221551;1.0
5221577;1.0
5221601;1.0
5221700;1.0
5221809;1.0
5221858;1.0
5221908;1.0
5222005;1.0
5222054;1.0
5222203;1.0
5222302;1.0
