1700251;0.0
1700301;1.0
1700350;1.0
1700400;1.0
1700707;0.0
1701002;0.0
1701051;0.0
1701101;0.0
1701309;1.0
1701903;0.0
1702000;0.0
1702109;1.0
1702158;0.0
1702208;1.0
1702307;0.0
1702406;0.0
1702554;1.0
1702703;0.0
1702901;1.0
1703008;0.0
1703057;1.0
1703073;0.0
1703107;1.0
1703206;0.0
1703305;0.0
1703602;0.0
1703701;1.0
1703800;1.0
1703826;0.0
1703842;0.0
1703867;1.0
1703883;0.0
1703891;0.0
1703909;0.0
1704105;0.0
1704600;1.0
1705102;0.0
1705508;1.0
1705557;0.0
1705607;0.0
1706001;0.0
1706100;0.0
1706258;0.0
1706506;0.0
1707009;1.0
1707108;0.0
1707207;0.0
1707306;1.0
1707405;0.0
1707553;0.0
1707652;1.0
1707702;0.0
1708205;1.0
1708254;0.0
1708304;1.0
1709005;0.0
1709302;1.0
1709500;1.0
1709807;0.0
1710508;0.0
1710706;0.0
1710904;0.0
1711100;0.0
1711506;0.0
1711803;0.0
1711902;0.0
1711951;0.0
1712009;0.0
1712157;0.0
1712405;0.0
1712454;0.0
1712504;0.0
1712702;0.0
1712801;0.0
1713205;1.0
1713304;1.0
1713601;1.0
1713700;1.0
1713809;1.0
1713957;1.0
1714203;0.0
1714302;1.0
1714880;1.0
1715002;0.0
1715101;0.0
1715150;0.0
1715259;1.0
1715507;0.0
1715705;0.0
1715754;0.0
1716109;1.0
1716208;0.0
1716307;0.0
1716505;1.0
1716604;0.0
1716653;0.0
1716703;1.0
1717008;0.0
1717206;0.0
1717503;0.0
1717800;0.0
1717909;0.0
1718006;1.0
1718204;1.0
1718303;1.0
1718402;1.0
1718451;0.0
1718501;0.0
1718550;0.0
1718659;0.0
1718709;1.0
1718758;0.0
1718808;0.0
1718840;0.0
1718865;0.0
1718881;0.0
1718899;0.0
1718907;0.0
1719004;0.0
1720002;0.0
1720101;1.0
1720150;0.0
1720200;1.0
1720259;0.0
1720309;1.0
1720499;0.0
1720655;0.0
1720804;0.0
1720853;0.0
1720903;0.0
1720937;0.0
1720978;0.0
1721000;1.0
1721109;1.0
1721208;1.0
1721257;0.0
1721307;0.0
1722081;1.0
1722107;0.0
